id,psgcCode,citymunDesc,regDesc,provCode,citymunCode
1345,128004000,Maasim,12,1280,128004
1346,128005000,Maitum,12,1280,128005
1347,128006000,Malapatan,12,1280,128006
1348,128007000,Malungon,12,1280,128007
1349,129804000,Cotabato City,12,1298,129804
1350,133901000,Tondo I / Ii,13,1339,133901
1351,133902000,Binondo,13,1339,133902
1352,133903000,Quiapo,13,1339,133903
1353,133904000,San Nicolas,13,1339,133904
1354,133905000,Santa Cruz,13,1339,133905
1355,133906000,Sampaloc,13,1339,133906
1356,133907000,San Miguel,13,1339,133907
1357,133908000,Ermita,13,1339,133908
1358,133909000,Intramuros,13,1339,133909
1359,133910000,Malate,13,1339,133910
1360,133911000,Paco,13,1339,133911
1361,133912000,Pandacan,13,1339,133912
1362,133913000,Port Area,13,1339,133913
1363,133914000,Santa Ana,13,1339,133914
1364,137401000,City Of Mandaluyong,13,1374,137401
1365,137402000,City Of Marikina,13,1374,137402
1366,137403000,City Of Pasig,13,1374,137403
1367,137404000,Quezon City,13,1374,137404
1368,137405000,City Of San Juan,13,1374,137405
1369,137501000,Caloocan City,13,1375,137501
1370,137502000,City Of Malabon,13,1375,137502
1371,137503000,City Of Navotas,13,1375,137503
1372,137504000,City Of Valenzuela,13,1375,137504
1373,137601000,City Of Las Pi?As,13,1376,137601
1374,137602000,City Of Makati,13,1376,137602
1375,137603000,City Of Muntinlupa,13,1376,137603
1376,137604000,City Of Para?Aque,13,1376,137604
1377,137605000,Pasay City,13,1376,137605
1378,137606000,Pateros,13,1376,137606
1379,137607000,Taguig City,13,1376,137607
1380,140101000,Bangued (Capital),14,1401,140101
1381,140102000,Boliney,14,1401,140102
1382,140103000,Bucay,14,1401,140103
1383,140104000,Bucloc,14,1401,140104
1384,140105000,Daguioman,14,1401,140105
1385,140106000,Danglas,14,1401,140106
1386,140107000,Dolores,14,1401,140107
1387,140108000,La Paz,14,1401,140108
1388,140109000,Lacub,14,1401,140109
1389,140110000,Lagangilang,14,1401,140110
1390,140111000,Lagayan,14,1401,140111
1391,140112000,Langiden,14,1401,140112
1392,140113000,Licuan-Baay (Licuan),14,1401,140113
1393,140114000,Luba,14,1401,140114
1394,140115000,Malibcong,14,1401,140115
1395,140116000,Manabo,14,1401,140116
1396,140117000,Pe?Arrubia,14,1401,140117
1397,140118000,Pidigan,14,1401,140118
1398,140119000,Pilar,14,1401,140119
1399,140120000,Sallapadan,14,1401,140120
1400,140121000,San Isidro,14,1401,140121
1401,140122000,San Juan,14,1401,140122
1402,140123000,San Quintin,14,1401,140123
1403,140124000,Tayum,14,1401,140124
1404,140125000,Tineg,14,1401,140125
1405,140126000,Tubo,14,1401,140126
1406,140127000,Villaviciosa,14,1401,140127
1407,141101000,Atok,14,1411,141101
1408,141102000,Baguio City,14,1411,141102
1409,141103000,Bakun,14,1411,141103
1410,141104000,Bokod,14,1411,141104
1411,141105000,Buguias,14,1411,141105
1412,141106000,Itogon,14,1411,141106
1413,141107000,Kabayan,14,1411,141107
1414,141108000,Kapangan,14,1411,141108
1415,141109000,Kibungan,14,1411,141109
1416,141110000,La Trinidad (Capital),14,1411,141110
1417,141111000,Mankayan,14,1411,141111
1418,141112000,Sablan,14,1411,141112
1419,141113000,Tuba,14,1411,141113
1420,141114000,Tublay,14,1411,141114
1421,142701000,Banaue,14,1427,142701
1422,142702000,Hungduan,14,1427,142702
1423,142703000,Kiangan,14,1427,142703
1424,142704000,Lagawe (Capital),14,1427,142704
1425,142705000,Lamut,14,1427,142705
1426,142706000,Mayoyao,14,1427,142706
1427,142707000,Alfonso Lista (Potia),14,1427,142707
1428,142708000,Aguinaldo,14,1427,142708
1429,142709000,Hingyon,14,1427,142709
1430,142710000,Tinoc,14,1427,142710
1431,142711000,Asipulo,14,1427,142711
1432,143201000,Balbalan,14,1432,143201
1433,143206000,Lubuagan,14,1432,143206
1434,143208000,Pasil,14,1432,143208
1435,143209000,Pinukpuk,14,1432,143209
1436,143211000,Rizal (Liwan),14,1432,143211
1437,143213000,City Of Tabuk (Capital),14,1432,143213
1438,143214000,Tanudan,14,1432,143214
1439,143215000,Tinglayan,14,1432,143215
1440,144401000,Barlig,14,1444,144401
1441,144402000,Bauko,14,1444,144402
1442,144403000,Besao,14,1444,144403
1443,144404000,Bontoc (Capital),14,1444,144404
1444,144405000,Natonin,14,1444,144405
1445,144406000,Paracelis,14,1444,144406
1446,144407000,Sabangan,14,1444,144407
1447,144408000,Sadanga,14,1444,144408
1448,144409000,Sagada,14,1444,144409
1449,144410000,Tadian,14,1444,144410
1450,148101000,Calanasan (Bayag),14,1481,148101
1451,148102000,Conner,14,1481,148102
1452,148103000,Flora,14,1481,148103
1453,148104000,Kabugao (Capital),14,1481,148104
1454,148105000,Luna,14,1481,148105
1455,148106000,Pudtol,14,1481,148106
1456,148107000,Santa Marcela,14,1481,148107
1457,150702000,City Of Lamitan,15,1507,150702
1458,150703000,Lantawan,15,1507,150703
1459,150704000,Maluso,15,1507,150704
1460,150705000,Sumisip,15,1507,150705
1461,150706000,Tipo-Tipo,15,1507,150706
1462,150707000,Tuburan,15,1507,150707
1463,150708000,Akbar,15,1507,150708
1464,150709000,Al-Barka,15,1507,150709
1465,150710000,Hadji Mohammad Ajul,15,1507,150710
1466,150711000,Ungkaya Pukan,15,1507,150711
1467,150712000,Hadji Muhtamad,15,1507,150712
1468,150713000,Tabuan-Lasa,15,1507,150713
1469,153601000,Bacolod-Kalawi (Bacolod Grande),15,1536,153601
1470,153602000,Balabagan,15,1536,153602
1471,153603000,Balindong (Watu),15,1536,153603
1472,153604000,Bayang,15,1536,153604
1473,153605000,Binidayan,15,1536,153605
1474,153606000,Bubong,15,1536,153606
1475,153607000,Butig,15,1536,153607
1476,153609000,Ganassi,15,1536,153609
1477,153610000,Kapai,15,1536,153610
1478,153611000,Lumba-Bayabao (Maguing),15,1536,153611
1479,153612000,Lumbatan,15,1536,153612
1480,153613000,Madalum,15,1536,153613
1481,153614000,Madamba,15,1536,153614
1482,153615000,Malabang,15,1536,153615
1483,153616000,Marantao,15,1536,153616
1484,153617000,Marawi City (Capital),15,1536,153617
1485,153618000,Masiu,15,1536,153618
1486,153619000,Mulondo,15,1536,153619
1487,153620000,Pagayawan (Tatarikan),15,1536,153620
1488,153621000,Piagapo,15,1536,153621
1489,153622000,Poona Bayabao (Gata),15,1536,153622
1490,153623000,Pualas,15,1536,153623
1491,153624000,Ditsaan-Ramain,15,1536,153624
1492,153625000,Saguiaran,15,1536,153625
1493,153626000,Tamparan,15,1536,153626
1494,153627000,Taraka,15,1536,153627
1495,153628000,Tubaran,15,1536,153628
1496,153629000,Tugaya,15,1536,153629
1497,153630000,Wao,15,1536,153630
1498,153631000,Marogong,15,1536,153631
1499,153632000,Calanogas,15,1536,153632
1500,153633000,Buadiposo-Buntong,15,1536,153633
1501,153634000,Maguing,15,1536,153634
1502,153635000,Picong (Sultan Gumander),15,1536,153635
1503,153636000,Lumbayanague,15,1536,153636
1504,153637000,Bumbaran,15,1536,153637
1505,153638000,Tagoloan Ii,15,1536,153638
1506,153639000,Kapatagan,15,1536,153639
1507,153640000,Sultan Dumalondong,15,1536,153640
1508,153641000,Lumbaca-Unayan,15,1536,153641
1509,153801000,Ampatuan,15,1538,153801
1510,153802000,Buldon,15,1538,153802
1511,153803000,Buluan,15,1538,153803
1512,153805000,Datu Paglas,15,1538,153805
1513,153806000,Datu Piang,15,1538,153806
1514,153807000,Datu Odin Sinsuat (Dinaig),15,1538,153807
1515,153808000,Shariff Aguak (Maganoy) (Capital),15,1538,153808
1516,153809000,Matanog,15,1538,153809
1517,153810000,Pagalungan,15,1538,153810
1518,153811000,Parang,15,1538,153811
1519,153812000,Sultan Kudarat (Nuling),15,1538,153812
1520,153813000,Sultan Sa Barongis (Lambayong),15,1538,153813
1521,153814000,Kabuntalan (Tumbao),15,1538,153814
1522,153815000,Upi,15,1538,153815
1523,153816000,Talayan,15,1538,153816
1524,153817000,South Upi,15,1538,153817
1525,153818000,Barira,15,1538,153818
1526,153819000,Gen. S. K. Pendatun,15,1538,153819
1527,153820000,Mamasapano,15,1538,153820
1528,153821000,Talitay,15,1538,153821
1529,153822000,Pagagawan,15,1538,153822
1530,153823000,Paglat,15,1538,153823
1531,153824000,Sultan Mastura,15,1538,153824
1532,153825000,Guindulungan,15,1538,153825
1533,153826000,Datu Saudi-Ampatuan,15,1538,153826
1534,153827000,Datu Unsay,15,1538,153827
1535,153828000,Datu Abdullah Sangki,15,1538,153828
1536,153829000,Rajah Buayan,15,1538,153829
1537,153830000,Datu Blah T. Sinsuat,15,1538,153830
1538,153831000,Datu Anggal Midtimbang,15,1538,153831
1539,153832000,Mangudadatu,15,1538,153832
1540,153833000,Pandag,15,1538,153833
1541,153834000,Northern Kabuntalan,15,1538,153834
1542,153835000,Datu Hoffer Ampatuan,15,1538,153835
1543,153836000,Datu Salibo,15,1538,153836
1544,153837000,Shariff Saydona Mustapha,15,1538,153837
1545,156601000,Indanan,15,1566,156601
1546,156602000,Jolo (Capital),15,1566,156602
1547,156603000,Kalingalan Caluang,15,1566,156603
1548,156604000,Luuk,15,1566,156604
1549,156605000,Maimbung,15,1566,156605
1550,156606000,Hadji Panglima Tahil (Marunggas),15,1566,156606
1551,156607000,Old Panamao,15,1566,156607
1552,156608000,Pangutaran,15,1566,156608
1553,156609000,Parang,15,1566,156609
1554,156610000,Pata,15,1566,156610
1555,156611000,Patikul,15,1566,156611
1556,156612000,Siasi,15,1566,156612
1557,156613000,Talipao,15,1566,156613
1558,156614000,Tapul,15,1566,156614
1559,156615000,Tongkil,15,1566,156615
1560,156616000,Panglima Estino (New Panamao),15,1566,156616
1561,156617000,Lugus,15,1566,156617
1562,156618000,Pandami,15,1566,156618
1563,156619000,Omar,15,1566,156619
1564,157001000,Panglima Sugala (Balimbing),15,1570,157001
1565,157002000,Bongao (Capital),15,1570,157002
1566,157003000,Mapun (Cagayan De Tawi-Tawi),15,1570,157003
1567,157004000,Simunul,15,1570,157004
1568,157005000,Sitangkai,15,1570,157005
1569,157006000,South Ubian,15,1570,157006
1570,157007000,Tandubas,15,1570,157007
1571,157008000,Turtle Islands,15,1570,157008
1572,157009000,Languyan,15,1570,157009
1573,157010000,Sapa-Sapa,15,1570,157010
1574,157011000,Sibutu,15,1570,157011
1575,160201000,Buenavista,16,1602,160201
1576,160202000,Butuan City (Capital),16,1602,160202
1577,160203000,City Of Cabadbaran,16,1602,160203
1578,160204000,Carmen,16,1602,160204
1579,160205000,Jabonga,16,1602,160205
1580,160206000,Kitcharao,16,1602,160206
1581,160207000,Las Nieves,16,1602,160207
1582,160208000,Magallanes,16,1602,160208
1583,160209000,Nasipit,16,1602,160209
1584,160210000,Santiago,16,1602,160210
1585,160211000,Tubay,16,1602,160211
1586,160212000,Remedios T. Romualdez,16,1602,160212
1587,160301000,City Of Bayugan,16,1603,160301
1588,160302000,Bunawan,16,1603,160302
1589,160303000,Esperanza,16,1603,160303
1590,160304000,La Paz,16,1603,160304
1591,160305000,Loreto,16,1603,160305
1592,160306000,Prosperidad (Capital),16,1603,160306
1593,160307000,Rosario,16,1603,160307
1594,160308000,San Francisco,16,1603,160308
1595,160309000,San Luis,16,1603,160309
1596,160310000,Santa Josefa,16,1603,160310
1597,160311000,Talacogon,16,1603,160311
1598,160312000,Trento,16,1603,160312
1599,160313000,Veruela,16,1603,160313
1600,160314000,Sibagat,16,1603,160314
1601,166701000,Alegria,16,1667,166701
1602,166702000,Bacuag,16,1667,166702
1603,166704000,Burgos,16,1667,166704
1604,166706000,Claver,16,1667,166706
1605,166707000,Dapa,16,1667,166707
1606,166708000,Del Carmen,16,1667,166708
1607,166710000,General Luna,16,1667,166710
1608,166711000,Gigaquit,16,1667,166711
1609,166714000,Mainit,16,1667,166714
1610,166715000,Malimono,16,1667,166715
1611,166716000,Pilar,16,1667,166716
1612,166717000,Placer,16,1667,166717
1613,166718000,San Benito,16,1667,166718
1614,166719000,San Francisco (Anao-Aon),16,1667,166719
1615,166720000,San Isidro,16,1667,166720
1616,166721000,Santa Monica (Sapao),16,1667,166721
1617,166722000,Sison,16,1667,166722
1618,166723000,Socorro,16,1667,166723
1619,166724000,Surigao City (Capital),16,1667,166724
1620,166725000,Tagana-An,16,1667,166725
1621,166727000,Tubod,16,1667,166727
1622,166801000,Barobo,16,1668,166801
1623,166802000,Bayabas,16,1668,166802
1624,166803000,City Of Bislig,16,1668,166803
1625,166804000,Cagwait,16,1668,166804
1626,166805000,Cantilan,16,1668,166805
1627,166806000,Carmen,16,1668,166806
1628,166807000,Carrascal,16,1668,166807
1629,166808000,Cortes,16,1668,166808
1630,166809000,Hinatuan,16,1668,166809
1631,166810000,Lanuza,16,1668,166810
1632,166811000,Lianga,16,1668,166811
1633,166812000,Lingig,16,1668,166812
1634,166813000,Madrid,16,1668,166813
1635,166814000,Marihatag,16,1668,166814
1636,166815000,San Agustin,16,1668,166815
1637,166816000,San Miguel,16,1668,166816
1638,166817000,Tagbina,16,1668,166817
1639,166818000,Tago,16,1668,166818
1640,166819000,City Of Tandag (Capital),16,1668,166819
1641,168501000,Basilisa (Rizal),16,1685,168501
1642,168502000,Cagdianao,16,1685,168502
1643,168503000,Dinagat,16,1685,168503
1644,168504000,Libjo (Albor),16,1685,168504
1645,168505000,Loreto,16,1685,168505
1646,168506000,San Jose (Capital),16,1685,168506
1647,168507000,Tubajon,16,1685,168507
